Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1073,50,6,50.0,7585,2,,1,1,1,1,1,8,1,3,1.0,2,5,3,1948,1950,2,2,9,9,4.0,0.0,3,3,2,4.0,4.0,3.0,6.0,0,6.0,0,810,810,2,4,1,2.0,1002,454,0,1456,1,1,1,0,4,1,3,7,1,1,3.0,6.0,1954.0,3.0,1,280,3.0,3.0,2,0,0,0,0,0,0,,,,0,8,2006,1,1,91500
1074,60,6,75.0,7950,2,,2,2,1,2,1,8,3,3,1.0,4,6,6,1977,1977,4,2,7,11,2.0,140.0,3,3,2,3.0,3.0,4.0,3.0,535,6.0,0,155,690,2,3,1,1.0,698,728,0,1426,0,0,1,1,3,1,3,6,1,0,,2.0,1977.0,1.0,2,440,3.0,3.0,1,252,0,0,0,0,0,,2.0,,0,7,2009,1,1,159500
1075,20,6,74.0,8556,2,,1,1,1,1,1,6,3,3,1.0,1,7,5,2006,2006,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,6.0,0,6.0,0,1240,1240,2,1,1,1.0,1240,0,0,1240,0,0,2,0,2,1,2,5,1,0,,2.0,2006.0,2.0,3,826,3.0,3.0,1,140,93,0,0,0,0,,,,0,5,2007,1,1,194000
1076,70,6,75.0,13125,2,,1,1,1,1,1,7,3,3,1.0,4,7,6,1940,1984,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,410,6.0,0,390,800,2,3,1,1.0,960,780,0,1740,0,0,1,1,3,1,3,6,1,2,2.0,2.0,1940.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2007,2,1,219500
1077,50,6,60.0,10800,2,1.0,1,1,1,1,1,18,3,3,1.0,2,5,8,1936,1989,2,2,16,16,4.0,0.0,3,3,2,4.0,3.0,4.0,2.0,626,6.0,0,170,796,2,2,1,1.0,1096,370,0,1466,0,1,2,0,3,1,2,7,2,1,3.0,2.0,1950.0,3.0,2,566,3.0,3.0,1,436,21,0,0,0,0,,,4.0,500,4,2006,1,1,170000
1078,20,6,,15870,2,,2,1,1,2,1,13,3,3,1.0,1,5,5,1969,1969,2,2,15,11,4.0,0.0,3,3,2,3.0,3.0,3.0,3.0,75,4.0,791,230,1096,2,1,1,1.0,1096,0,0,1096,1,0,1,0,3,1,3,6,1,0,,2.0,1969.0,1.0,1,299,3.0,3.0,1,240,32,0,0,0,0,,,,0,3,2006,1,2,138800
1079,120,8,37.0,4435,2,,1,1,1,1,1,6,3,3,4.0,1,6,5,2004,2004,2,2,15,15,2.0,169.0,2,3,3,2.0,3.0,3.0,1.0,662,6.0,0,186,848,2,1,1,1.0,848,0,0,848,1,0,1,0,1,1,2,3,1,1,2.0,2.0,2004.0,2.0,2,420,3.0,3.0,1,140,0,0,0,0,0,,,,0,5,2006,1,1,155900
1080,20,6,65.0,8775,2,,1,1,1,1,1,6,3,3,1.0,1,5,5,1994,1994,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,1.0,495,6.0,0,495,990,2,2,1,1.0,990,0,0,990,0,0,1,0,3,1,3,5,1,0,,2.0,1996.0,3.0,1,299,3.0,3.0,1,0,64,0,0,0,0,,,,0,4,2007,1,1,126000
1081,20,6,80.0,11040,2,,1,1,1,1,1,17,3,3,1.0,1,6,7,1971,2004,2,2,15,15,2.0,144.0,2,2,2,3.0,3.0,4.0,2.0,656,6.0,0,602,1258,2,1,1,1.0,1258,0,0,1258,0,1,2,0,3,1,2,5,1,0,,2.0,1971.0,2.0,2,528,3.0,3.0,1,55,0,0,216,0,0,,,,0,10,2008,5,2,145000
1082,20,6,75.0,7500,2,,1,1,1,2,1,20,2,3,1.0,1,5,5,1963,1963,2,2,7,7,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,824,6.0,0,216,1040,2,4,1,1.0,1040,0,0,1040,1,0,1,1,3,1,3,5,1,0,,2.0,1963.0,1.0,1,308,3.0,3.0,1,0,0,220,0,0,0,,2.0,,0,6,2010,1,1,133000
1083,20,6,70.0,8749,2,,1,1,1,1,1,6,3,3,1.0,1,7,5,2002,2002,2,2,15,15,2.0,100.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1459,1459,2,1,1,1.0,1459,0,0,1459,0,0,2,0,3,1,2,6,1,1,2.0,2.0,2002.0,2.0,2,527,3.0,3.0,1,192,39,0,0,0,0,,,,0,9,2007,1,1,192000
1084,20,6,80.0,8800,2,,1,1,1,1,1,13,3,3,1.0,1,6,6,1964,1964,4,2,7,7,2.0,425.0,3,3,2,3.0,3.0,4.0,3.0,553,6.0,0,698,1251,2,3,1,1.0,1251,0,0,1251,1,0,1,0,3,1,3,6,1,2,2.0,2.0,1964.0,2.0,1,461,3.0,3.0,1,0,116,0,0,0,0,,2.0,4.0,700,3,2006,1,1,160000
1085,60,6,,13031,2,,3,1,1,2,1,9,3,3,1.0,4,6,5,1995,1996,2,2,7,7,4.0,0.0,3,3,3,2.0,3.0,4.0,2.0,592,6.0,0,99,691,2,2,1,1.0,691,807,0,1498,0,0,2,1,3,1,3,6,1,1,3.0,2.0,1995.0,1.0,2,409,3.0,3.0,1,315,44,0,0,0,0,,,,0,7,2006,1,1,187500
1086,85,6,73.0,9069,2,,1,1,1,1,1,21,3,3,1.0,7,6,6,1992,1992,2,2,7,7,4.0,0.0,3,3,3,2.0,3.0,2.0,1.0,747,6.0,0,189,936,2,1,1,1.0,996,0,0,996,1,0,1,0,2,1,2,5,1,0,,2.0,1992.0,3.0,2,564,3.0,3.0,1,120,0,0,0,0,0,,,,0,4,2010,1,1,147000
1087,160,8,,1974,2,,1,1,1,1,1,11,3,3,4.0,4,4,5,1973,1973,2,2,6,6,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,334,6.0,0,212,546,2,3,1,1.0,546,546,0,1092,0,0,1,1,3,1,3,6,1,0,,2.0,1973.0,2.0,1,286,3.0,3.0,1,120,96,0,0,0,0,,,,0,5,2010,1,1,83500
1088,60,3,85.0,10574,2,,1,1,1,1,1,22,3,3,1.0,4,8,5,2005,2006,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,3.0,6.0,0,6.0,0,1082,1082,2,1,1,1.0,1082,871,0,1953,0,0,2,1,3,1,2,9,1,1,2.0,2.0,2005.0,2.0,3,1043,3.0,3.0,1,160,50,0,0,0,0,,,,0,5,2009,1,1,252000
1089,160,8,24.0,2522,2,,1,1,1,1,1,8,3,3,4.5,4,7,5,2004,2004,2,2,15,15,5.0,50.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,970,970,2,1,1,1.0,970,739,0,1709,0,0,2,0,3,1,2,7,5,0,,6.0,2004.0,3.0,2,380,3.0,3.0,1,0,40,0,0,0,0,,,,0,4,2006,1,1,137500
1090,120,3,37.0,3316,2,2.0,2,1,1,1,1,22,3,3,4.0,1,8,5,2005,2005,2,2,9,9,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,1039,6.0,0,208,1247,2,1,1,1.0,1247,0,0,1247,1,0,1,1,1,1,2,4,1,1,2.0,2.0,2005.0,1.0,2,550,3.0,3.0,1,0,84,0,0,0,0,,,,0,4,2006,1,1,197000
1091,90,6,60.0,8544,2,,1,1,1,2,1,13,3,3,3.0,1,3,4,1950,1950,2,2,4,4,4.0,0.0,3,3,4,,,,,0,,0,0,0,6,4,0,2.0,1040,0,0,1040,0,0,2,0,2,2,3,6,1,0,,6.0,1987.0,3.0,2,400,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2009,1,1,92900
1092,160,3,24.0,2160,2,2.0,1,1,1,1,1,22,3,3,4.5,4,7,5,1999,2000,2,2,9,9,2.0,212.0,2,3,3,2.0,3.0,4.0,3.0,510,6.0,0,90,600,2,1,1,1.0,624,628,0,1252,1,0,2,1,2,1,2,4,1,0,,6.0,1999.0,3.0,2,462,3.0,3.0,1,0,48,0,0,0,0,,,,0,3,2008,1,1,160000
1093,50,6,60.0,8400,2,,1,2,1,1,1,19,3,3,1.0,2,6,5,1925,1950,2,2,9,9,4.0,0.0,3,3,3,3.0,3.0,4.0,4.0,423,6.0,0,758,1181,2,4,1,1.0,1390,304,0,1694,0,0,2,0,4,1,3,7,1,1,2.0,6.0,1925.0,3.0,2,576,3.0,3.0,1,342,0,128,0,0,0,,,,0,6,2008,1,1,136500
1094,20,6,71.0,9230,2,,1,1,1,2,1,13,2,3,1.0,1,5,8,1965,1998,4,2,9,9,2.0,166.0,3,3,2,3.0,3.0,3.0,1.0,661,6.0,0,203,864,2,2,1,1.0,1200,0,0,1200,1,0,1,1,1,1,2,6,1,0,,6.0,1977.0,3.0,2,884,3.0,3.0,1,0,64,0,0,0,0,,2.0,,0,10,2006,1,1,146000
1095,20,6,74.0,5868,2,,1,1,1,1,1,13,3,3,1.0,1,5,7,1956,2000,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,248,4.0,240,448,936,2,1,1,1.0,936,0,0,936,1,0,1,0,2,1,3,4,1,0,,2.0,1956.0,1.0,1,308,3.0,3.0,1,0,0,80,0,160,0,,,,0,5,2010,1,1,129000
1096,20,6,78.0,9317,2,,2,1,1,1,1,6,3,3,1.0,1,6,5,2006,2006,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,24,6.0,0,1290,1314,2,2,1,1.0,1314,0,0,1314,0,0,2,0,3,1,2,6,1,1,2.0,2.0,2006.0,2.0,2,440,3.0,3.0,1,0,22,0,0,0,0,,,,0,3,2007,1,1,176432
1097,70,8,60.0,6882,2,,1,1,1,1,1,10,3,3,1.0,4,6,7,1914,2006,2,2,16,16,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,684,684,2,3,1,1.0,773,582,0,1355,0,0,1,1,3,1,2,7,1,0,,,,,0,0,,,1,136,0,115,0,0,0,,,,0,3,2007,1,1,127000
1098,120,6,,3696,2,,1,1,1,1,1,23,3,3,4.0,1,8,5,1986,1986,2,2,7,7,4.0,0.0,2,3,2,2.0,3.0,4.0,6.0,0,6.0,0,1074,1074,2,1,1,1.0,1088,0,0,1088,0,0,1,1,2,1,2,5,1,0,,2.0,1987.0,2.0,2,461,3.0,3.0,1,0,74,137,0,0,0,,,,0,10,2007,1,1,170000
1099,50,8,50.0,6000,2,,1,1,1,1,1,4,3,3,1.0,2,4,6,1936,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,3.0,672,6.0,0,0,672,2,3,1,1.0,757,567,0,1324,0,0,1,0,3,1,3,6,1,0,,6.0,1936.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2009,1,1,128000
1100,20,6,82.0,11880,2,,2,1,1,1,1,17,5,3,1.0,1,7,5,1978,1978,2,2,11,11,2.0,206.0,3,3,2,2.0,3.0,4.0,2.0,704,6.0,0,567,1271,2,3,1,1.0,1601,0,0,1601,0,0,2,0,3,1,3,7,1,1,3.0,2.0,1978.0,2.0,2,478,3.0,3.0,1,0,0,0,0,0,0,,,,0,4,2009,5,2,157000
1101,30,6,60.0,8400,2,,1,2,1,1,1,19,3,3,1.0,1,2,5,1920,1950,2,2,16,16,4.0,0.0,3,3,2,3.0,4.0,4.0,4.0,290,6.0,0,0,290,2,3,0,3.0,438,0,0,438,0,0,1,0,1,1,4,3,1,0,,6.0,1930.0,3.0,1,246,3.0,3.0,3,0,0,0,0,0,0,,,,0,1,2009,1,1,60000
1102,20,6,61.0,9758,2,,2,1,1,1,1,13,3,3,1.0,1,5,5,1971,1971,2,2,7,9,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,412,5.0,287,251,950,2,3,1,1.0,950,0,0,950,0,0,1,0,3,1,3,5,1,0,,6.0,1981.0,3.0,1,280,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2007,1,1,119500
1103,20,6,70.0,7000,2,,1,1,1,1,1,13,3,3,1.0,1,5,7,1960,2002,2,2,16,16,2.0,45.0,3,3,2,3.0,3.0,4.0,4.0,588,6.0,0,422,1010,2,1,1,1.0,1134,0,0,1134,0,0,1,0,2,1,3,6,1,0,,2.0,1960.0,2.0,1,254,3.0,3.0,1,0,16,0,0,0,0,,4.0,,0,4,2007,1,5,135000
1104,20,6,79.0,8910,2,,1,1,1,2,1,13,3,3,1.0,1,6,6,1959,1959,4,2,4,4,4.0,0.0,3,3,2,3.0,3.0,3.0,2.0,655,6.0,0,0,655,2,1,1,1.0,1194,0,0,1194,0,1,1,0,3,1,3,6,1,1,4.0,4.0,1954.0,1.0,2,539,3.0,3.0,1,0,0,192,0,0,0,,,,0,7,2006,1,1,159500
1105,160,8,24.0,2016,2,,1,1,1,1,1,3,3,3,4.0,4,5,5,1970,1970,2,2,7,7,2.0,304.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,630,630,2,3,1,1.0,630,672,0,1302,0,0,2,1,3,1,3,6,1,0,,6.0,1970.0,3.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,,,0,4,2007,1,1,106000
1106,60,6,98.0,12256,2,,2,1,1,2,1,14,3,3,1.0,4,8,5,1994,1995,2,2,7,7,2.0,362.0,2,3,3,1.0,3.0,2.0,1.0,1032,6.0,0,431,1463,2,1,1,1.0,1500,1122,0,2622,1,0,2,1,3,1,2,9,1,2,3.0,2.0,1994.0,2.0,2,712,3.0,3.0,1,186,32,0,0,0,0,,,,0,4,2010,1,1,325000
1107,20,6,114.0,10357,2,,2,1,1,2,1,21,2,3,1.0,1,7,5,1990,1991,4,2,7,7,4.0,0.0,2,3,3,2.0,3.0,3.0,1.0,738,6.0,0,172,910,2,2,1,1.0,1442,0,0,1442,1,0,2,0,3,1,2,6,1,1,3.0,2.0,1990.0,1.0,2,719,3.0,3.0,1,0,244,0,0,0,0,,,,0,5,2007,1,1,179900
1108,60,6,168.0,23257,2,,4,3,1,3,1,9,3,3,1.0,4,7,5,2006,2006,2,2,15,15,4.0,0.0,2,3,3,1.0,2.0,4.0,6.0,0,6.0,0,868,868,2,1,1,1.0,887,1134,0,2021,0,0,2,1,3,1,2,9,1,1,2.0,4.0,2006.0,2.0,2,422,3.0,3.0,1,0,100,0,0,0,0,,,,0,9,2006,4,6,274725
1109,60,6,,8063,2,,1,1,1,1,1,9,3,3,1.0,4,6,5,2000,2000,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,924,924,2,1,1,1.0,948,742,0,1690,0,0,2,1,3,1,3,7,1,1,3.0,2.0,2000.0,2.0,2,463,3.0,3.0,1,100,48,0,0,0,0,,,,0,11,2007,1,2,181000
1110,20,6,107.0,11362,2,,2,1,1,1,1,16,3,3,1.0,1,8,5,2004,2005,2,2,9,9,5.0,42.0,2,3,3,1.0,3.0,3.0,1.0,1039,6.0,0,797,1836,2,1,1,1.0,1836,0,0,1836,1,0,2,0,3,1,2,7,1,1,2.0,2.0,2004.0,1.0,3,862,3.0,3.0,1,125,185,0,0,0,0,,,,0,3,2009,1,1,280000
1111,60,6,,8000,2,,1,1,1,1,1,9,3,3,1.0,4,6,5,1995,1996,2,2,7,7,4.0,0.0,3,3,3,2.0,3.0,4.0,1.0,219,6.0,0,554,773,2,2,1,1.0,773,885,0,1658,1,0,2,1,3,1,3,8,1,1,3.0,2.0,1995.0,1.0,2,431,3.0,3.0,1,224,84,0,0,0,0,,,,0,6,2008,1,1,188000
1112,60,6,80.0,10480,2,,1,1,1,1,1,17,3,3,1.0,4,7,6,1976,1976,4,2,11,11,2.0,660.0,3,3,2,3.0,3.0,4.0,2.0,403,6.0,0,400,803,2,3,1,1.0,1098,866,0,1964,0,0,2,1,4,1,3,8,1,1,2.0,2.0,1976.0,2.0,2,483,3.0,3.0,1,0,69,0,0,0,0,,,,0,9,2008,1,1,205000
1113,20,6,73.0,7100,2,,2,1,1,2,1,13,3,3,1.0,1,5,7,1957,1957,2,2,17,17,4.0,0.0,3,3,2,3.0,3.0,4.0,1.0,708,6.0,0,108,816,2,3,1,2.0,816,0,0,816,1,0,1,0,2,1,3,5,1,0,,6.0,1957.0,3.0,1,308,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2006,1,1,129900
1114,20,6,66.0,8923,2,,1,1,1,1,1,13,3,3,1.0,1,5,7,1953,2006,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,643,6.0,0,365,1008,2,2,1,1.0,1008,0,0,1008,1,0,1,0,2,1,2,6,1,0,,2.0,1953.0,3.0,1,240,3.0,3.0,1,0,18,0,0,0,0,,,,0,5,2007,1,1,134500
1115,20,6,90.0,5400,2,,1,1,1,1,1,18,3,3,1.0,1,5,7,1954,2000,2,2,9,9,4.0,0.0,3,2,2,3.0,3.0,4.0,4.0,415,6.0,0,418,833,2,1,1,1.0,833,0,0,833,0,0,1,0,2,1,2,4,1,0,,6.0,1955.0,3.0,1,326,3.0,3.0,1,0,0,0,0,0,0,,2.0,,0,8,2006,1,1,117000
1116,20,6,93.0,12085,2,,1,1,1,1,1,16,3,3,1.0,1,8,5,2007,2007,4,2,15,15,5.0,328.0,2,3,3,1.0,3.0,4.0,1.0,1004,6.0,0,730,1734,2,1,1,1.0,1734,0,0,1734,1,0,2,0,3,1,1,7,1,1,2.0,2.0,2007.0,2.0,3,928,3.0,3.0,1,0,0,0,0,0,0,,,,0,11,2007,4,6,318000
1117,80,6,,7750,2,,1,1,1,1,1,9,3,3,1.0,8,8,5,2002,2002,4,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,353,6.0,0,55,408,2,1,1,1.0,779,640,0,1419,1,0,2,1,3,1,2,7,1,1,3.0,4.0,2002.0,1.0,2,527,3.0,3.0,1,120,0,0,0,0,0,,,,0,3,2009,1,1,184100
1118,20,6,57.0,9764,2,,2,1,1,4,1,20,2,3,1.0,1,5,7,1967,2003,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,702,6.0,0,192,894,2,1,1,1.0,894,0,0,894,1,0,1,0,3,1,2,5,1,0,,2.0,1967.0,2.0,2,450,3.0,3.0,1,0,0,0,0,0,0,,,,0,5,2008,1,1,130000
1119,80,6,85.0,13825,2,,1,1,1,1,1,20,3,3,1.0,8,5,6,1958,1987,2,2,9,9,4.0,0.0,3,2,2,3.0,3.0,4.0,6.0,0,6.0,0,533,533,2,3,1,1.0,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,,4.0,1958.0,2.0,1,300,3.0,3.0,1,280,34,0,0,0,0,,,,0,12,2008,1,1,140000
1120,20,6,70.0,7560,2,,1,1,1,1,1,13,3,3,1.0,1,5,5,1959,1959,2,2,4,16,4.0,0.0,3,3,2,3.0,3.0,4.0,5.0,369,6.0,0,671,1040,2,3,1,2.0,1040,0,0,1040,0,0,1,0,3,1,3,6,1,0,,2.0,1959.0,2.0,1,286,3.0,3.0,1,140,0,252,0,0,0,,3.0,,0,7,2006,1,1,133700
1121,30,8,59.0,8263,2,,1,2,1,1,2,10,3,3,1.0,1,6,5,1920,1950,2,2,4,4,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,1012,1012,2,3,1,2.0,1012,0,0,1012,0,0,1,0,2,1,3,6,1,1,2.0,6.0,1920.0,3.0,1,308,3.0,3.0,1,0,22,112,0,0,0,,2.0,,0,5,2007,1,1,118400
1122,20,6,84.0,10084,2,,1,1,1,1,1,6,3,3,1.0,1,7,5,2005,2006,2,2,15,15,2.0,196.0,2,3,3,2.0,3.0,2.0,1.0,24,6.0,0,1528,1552,2,1,1,1.0,1552,0,0,1552,0,0,2,0,3,1,2,7,1,0,,2.0,2005.0,2.0,3,782,3.0,3.0,1,144,20,0,0,0,0,,,,0,7,2006,4,6,212900
1123,20,6,,8926,2,,2,1,1,2,1,8,3,3,1.0,1,4,3,1956,1956,2,2,1,1,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,672,672,2,1,1,2.0,960,0,0,960,0,0,1,0,3,1,3,5,1,0,,3.0,1956.0,3.0,1,288,3.0,3.0,1,64,0,0,0,160,0,,2.0,,0,10,2009,5,2,112000
1124,20,6,50.0,9405,2,,1,1,1,1,1,8,3,3,1.0,1,5,9,1947,2008,4,2,15,15,4.0,0.0,3,1,2,3.0,3.0,4.0,6.0,0,6.0,0,698,698,2,1,1,1.0,698,0,0,698,0,1,1,0,2,1,3,4,1,0,,,,,0,0,,,1,0,200,0,0,0,0,,,,0,6,2009,1,1,118000
1125,80,6,,9125,2,,2,1,1,1,1,9,3,3,1.0,8,7,5,1992,1992,2,2,7,7,2.0,170.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,384,384,2,2,1,1.0,812,670,0,1482,0,0,2,1,3,1,2,7,1,1,3.0,2.0,1992.0,1.0,2,392,3.0,3.0,1,100,25,0,0,0,0,,,,0,7,2007,1,1,163900
1126,20,6,60.0,10434,2,,1,1,1,1,1,13,3,3,1.0,1,4,5,1955,1955,2,2,11,11,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1005,1005,2,3,1,1.0,1005,0,0,1005,0,0,1,0,2,1,4,5,1,1,3.0,6.0,1977.0,3.0,2,672,4.0,4.0,1,0,0,0,0,0,0,,,,0,11,2009,1,1,115000
1127,120,6,53.0,3684,2,,1,1,1,1,1,1,3,3,4.0,1,7,5,2007,2007,4,2,15,15,2.0,130.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1373,1373,2,1,1,1.0,1555,0,0,1555,0,0,2,0,2,1,2,7,1,1,3.0,2.0,2007.0,1.0,3,660,3.0,3.0,1,143,20,0,0,0,0,,,,0,6,2009,1,1,174000
1128,20,6,182.0,14572,2,,4,1,1,2,1,9,3,3,1.0,1,7,5,2004,2004,4,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,1300,6.0,0,230,1530,2,1,1,1.0,1530,0,0,1530,1,0,2,0,3,1,2,7,1,1,2.0,2.0,2004.0,1.0,3,630,3.0,3.0,1,144,36,0,0,0,0,,,,0,11,2007,1,5,259000
1129,60,6,59.0,11796,2,,2,1,1,1,1,9,3,3,1.0,4,7,5,2004,2005,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,6.0,0,6.0,0,847,847,2,1,1,1.0,847,1112,0,1959,0,0,2,1,4,1,2,8,1,1,2.0,4.0,2004.0,1.0,2,434,3.0,3.0,1,100,48,0,0,0,0,,,,0,7,2007,1,1,215000
1130,90,8,60.0,7200,2,1.0,1,1,1,1,1,18,3,3,3.0,7,5,5,1980,1980,2,2,9,9,2.0,180.0,3,3,2,2.0,3.0,1.0,1.0,936,6.0,0,0,936,2,3,1,1.0,936,0,0,936,1,0,1,0,2,1,3,4,1,0,,6.0,1980.0,3.0,2,672,3.0,3.0,1,49,0,0,0,0,0,,,,0,8,2007,1,1,140000
1131,50,6,65.0,7804,2,,1,1,1,1,1,19,3,3,1.0,2,4,3,1928,1950,2,2,17,11,4.0,0.0,3,3,1,3.0,3.0,4.0,3.0,622,6.0,0,500,1122,2,3,1,1.0,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,3.0,6.0,1981.0,3.0,2,576,3.0,3.0,1,431,44,0,0,0,0,,2.0,,0,12,2009,1,1,135000
1132,20,6,63.0,10712,2,,1,1,1,1,1,12,3,3,1.0,1,5,5,1991,1992,2,2,7,7,4.0,0.0,3,3,3,2.0,3.0,3.0,3.0,212,6.0,0,762,974,2,3,1,1.0,974,0,0,974,0,0,1,0,3,1,3,5,1,0,,,,,0,0,,,1,0,28,0,0,0,0,,2.0,,0,9,2007,10,2,93500
1133,70,8,90.0,9900,2,,1,1,1,1,1,18,3,3,1.0,4,6,4,1880,1950,2,2,16,16,4.0,0.0,3,3,1,3.0,3.0,3.0,6.0,0,6.0,0,1008,1008,3,3,1,1.0,1178,1032,0,2210,0,0,2,0,5,1,4,8,1,0,,6.0,1930.0,3.0,1,205,4.0,3.0,3,0,48,0,0,0,0,,,,0,5,2007,1,1,117500
1134,60,6,80.0,9828,2,,2,1,1,1,1,21,3,3,1.0,4,8,5,1995,1995,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,584,6.0,0,544,1128,2,1,1,1.0,1142,878,0,2020,0,0,2,1,3,1,2,8,1,1,3.0,2.0,1995.0,2.0,2,466,3.0,3.0,1,0,155,0,0,0,0,,,,0,6,2009,1,1,239500
1135,60,6,57.0,8773,2,,2,3,1,1,1,9,3,3,1.0,4,6,5,1997,1997,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,2.0,6.0,0,6.0,0,916,916,2,2,1,1.0,916,684,0,1600,0,0,2,1,3,1,3,7,1,1,3.0,2.0,1997.0,1.0,2,460,3.0,3.0,1,100,38,0,0,0,0,,,,0,8,2007,1,1,169000
1136,30,8,60.0,6180,2,,1,1,1,2,1,4,3,3,1.0,1,6,5,1926,1950,2,2,16,16,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,960,960,2,3,0,1.0,986,0,0,986,0,0,1,0,2,1,3,5,1,1,2.0,6.0,1926.0,3.0,1,180,3.0,3.0,1,0,128,0,0,0,0,,,,0,5,2007,1,1,102000
1137,50,6,80.0,9600,2,,1,1,1,1,1,13,3,3,1.0,2,6,5,1950,1950,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,280,6.0,0,752,1032,2,3,1,2.0,1032,220,0,1252,0,0,1,0,3,1,3,6,1,0,,2.0,1950.0,3.0,1,288,3.0,3.0,1,0,0,96,0,0,0,,,,0,4,2008,1,2,119000
1138,50,6,54.0,6342,2,,1,1,1,1,1,20,2,3,1.0,2,5,8,1875,1996,2,2,15,15,4.0,0.0,3,2,2,3.0,3.0,4.0,6.0,0,6.0,0,780,780,2,2,0,1.0,780,240,0,1020,0,0,1,0,2,1,3,6,1,0,,,,,0,0,,,3,0,0,176,0,0,0,,,,0,5,2010,1,1,94000
1139,20,6,,9819,2,,2,1,1,1,2,12,3,3,1.0,1,6,5,1977,1977,2,2,11,8,4.0,0.0,3,3,3,3.0,3.0,1.0,2.0,1567,6.0,0,0,1567,2,3,1,1.0,1567,0,0,1567,1,0,2,0,2,1,2,5,1,2,3.0,2.0,1977.0,2.0,2,714,3.0,3.0,1,264,32,0,0,0,0,,,,0,5,2009,1,1,196000
1140,30,6,98.0,8731,2,,2,1,1,1,1,4,3,3,1.0,1,5,5,1920,1950,2,2,14,14,4.0,0.0,3,4,1,3.0,3.0,4.0,3.0,645,6.0,0,270,915,2,3,1,1.0,1167,0,0,1167,0,0,1,0,3,1,3,6,5,1,2.0,6.0,1972.0,3.0,2,495,3.0,3.0,1,0,0,216,0,126,0,,,,0,5,2007,1,1,144000
